,year,month,species,isAdopted
0,2017,4,Dog,True
0,2017,4,House Rabbit,True
0,2017,4,House Rabbit,False
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Cat,True
0,2017,4,House Rabbit,True
0,2017,4,House Rabbit,False
0,2017,4,House Rabbit,True
0,2017,4,House Rabbit,False
0,2017,4,Dog,False
0,2017,4,Rat,True
0,2017,4,Rat,True
0,2017,4,Dog,True
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,True
0,2017,4,Cat,True
0,2017,4,Dog,True
0,2017,4,Dog,False
0,2017,4,Cat,True
0,2017,4,Cat,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Cat,True
0,2017,4,Cat,True
0,2017,4,Cat,False
0,2017,4,Cat,True
0,2017,4,Cat,True
0,2017,4,Dog,True
0,2017,4,Cat,False
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,True
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Cat,True
0,2017,4,Cat,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,True
0,2017,4,Rat,True
0,2017,4,Rat,True
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Rat,False
0,2017,4,Dog,False
0,2017,4,Dog,True
0,2017,4,Cat,True
0,2017,4,Cat,True
0,2017,4,Cat,False
0,2017,4,Dog,True
0,2017,4,Cat,False
0,2017,4,Cat,True
0,2017,4,Cat,True
0,2017,4,Dog,False
0,2017,4,Others,True
0,2017,4,Dog,False
0,2017,4,Dog,True
0,2017,4,Cat,True
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,True
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,True
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,True
0,2017,4,Dog,False
0,2017,4,Cat,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,True
0,2017,4,Cat,True
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Others,False
0,2017,4,Others,False
0,2017,4,Others,False
0,2017,4,Others,False
0,2017,4,Others,False
0,2017,4,Cat,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Cat,True
0,2017,4,Rat,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Others,True
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,False
0,2017,4,Cat,False
0,2017,4,Dog,False
0,2017,4,Others,False
0,2017,4,Cat,True
0,2017,4,Cat,True
0,2017,4,Others,False
0,2017,4,Cat,True
0,2017,4,Rat,True
0,2017,4,Rat,True
0,2017,4,Dog,False
0,2017,4,Dog,True
0,2017,4,Cat,False
0,2017,4,Dog,False
0,2017,4,Dog,True
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Dog,True
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,House Rabbit,True
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Cat,True
0,2017,4,Cat,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,False
0,2017,4,Others,False
0,2017,4,Dog,False
0,2017,4,Cat,False
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Cat,True
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Cat,True
0,2017,4,Cat,False
0,2017,4,Cat,False
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Dog,True
0,2017,4,Cat,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,True
0,2017,4,Cat,True
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,4,Cat,False
0,2017,4,Others,False
0,2017,4,Dog,False
0,2017,4,Dog,False
0,2017,5,Cat,True
0,2017,5,House Rabbit,True
0,2017,5,House Rabbit,True
0,2017,5,Dog,True
0,2017,5,House Rabbit,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,False
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Others,True
0,2017,5,Dog,True
0,2017,5,Others,True
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Others,False
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Others,True
0,2017,5,Others,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Others,False
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Cat,True
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Cat,False
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Dog,True
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,House Rabbit,True
0,2017,5,Guinea Pig,True
0,2017,5,Guinea Pig,True
0,2017,5,Others,True
0,2017,5,Others,False
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Cat,True
0,2017,5,Cat,True
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Rat,True
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Guinea Pig,True
0,2017,5,Guinea Pig,False
0,2017,5,Guinea Pig,True
0,2017,5,Guinea Pig,True
0,2017,5,Guinea Pig,True
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Rat,True
0,2017,5,Rat,True
0,2017,5,Rat,True
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,True
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Others,False
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Dog,True
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Dog,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Cat,False
0,2017,5,Guinea Pig,False
0,2017,5,Guinea Pig,False
0,2017,5,Guinea Pig,False
0,2017,5,Guinea Pig,False
0,2017,5,Dog,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Guinea Pig,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,House Rabbit,True
0,2017,6,House Rabbit,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Dog,False
0,2017,6,Dog,True
0,2017,6,Dog,False
0,2017,6,Others,False
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Others,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Others,False
0,2017,6,Others,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,House Rabbit,False
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Guinea Pig,True
0,2017,6,Guinea Pig,True
0,2017,6,Guinea Pig,True
0,2017,6,Guinea Pig,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,True
0,2017,6,Dog,False
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Guinea Pig,True
0,2017,6,Dog,False
0,2017,6,Dog,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Dog,True
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Others,True
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,True
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Dog,False
0,2017,6,Dog,False
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Dog,False
0,2017,6,Dog,True
0,2017,6,Dog,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Dog,False
0,2017,6,Others,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Cat,True
0,2017,6,Cat,True
0,2017,6,Dog,False
0,2017,6,Rat,True
0,2017,6,Rat,True
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Dog,False
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,6,Cat,False
0,2017,6,Dog,False
0,2017,6,Dog,False
0,2017,6,Cat,False
0,2017,7,Dog,False
0,2017,7,Cat,True
0,2017,7,Dog,True
0,2017,7,Dog,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,False
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,False
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,False
0,2017,7,Dog,True
0,2017,7,Cat,True
0,2017,7,Dog,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Dog,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,House Rabbit,True
0,2017,7,Dog,False
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Dog,True
0,2017,7,Cat,True
0,2017,7,Dog,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,False
0,2017,7,Cat,False
0,2017,7,Cat,False
0,2017,7,Cat,False
0,2017,7,Cat,False
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,True
0,2017,7,Cat,False
0,2017,7,Cat,True
0,2017,7,Dog,True
0,2017,7,Cat,False
0,2017,7,Dog,True
0,2017,7,Dog,True
0,2017,7,Cat,True
0,2017,7,Cat,True
